machine_id,TIME,cpu_util_percent,mem_util_percent
m_2020,1970/1/1 19:06,79,87
m_2020,1970/1/1 19:07,34,88
m_2020,1970/1/1 19:10,45,88
m_2020,1970/1/1 19:14,28,86
m_2020,1970/1/1 19:14,30,86
m_2020,1970/1/1 19:17,30,85
m_2020,1970/1/1 19:18,27,85
m_2020,1970/1/1 19:18,25,85
m_2020,1970/1/1 19:19,29,86
m_2020,1970/1/1 19:20,26,85
m_2020,1970/1/1 19:22,32,86
m_2020,1970/1/1 19:22,33,87
m_2020,1970/1/1 19:23,31,87
m_2020,1970/1/1 19:25,33,86
m_2020,1970/1/1 19:26,33,86
m_2020,1970/1/1 19:28,35,87
m_2020,1970/1/1 19:30,40,87
m_2020,1970/1/1 19:37,26,86
m_2020,1970/1/1 19:37,28,86
m_2020,1970/1/1 19:38,26,85
m_2020,1970/1/1 19:38,28,85
m_2020,1970/1/1 19:39,28,85
m_2020,1970/1/1 19:39,25,85
m_2020,1970/1/1 19:40,21,85
m_2020,1970/1/1 19:40,21,85
m_2020,1970/1/1 19:48,24,86
m_2020,1970/1/1 19:49,27,86
m_2020,1970/1/1 19:56,31,87
m_2020,1970/1/1 19:56,33,87
m_2020,1970/1/1 19:57,52,87
m_2020,1970/1/1 19:59,33,88
m_2020,1970/1/1 20:01,30,87
m_2020,1970/1/1 20:03,57,88
m_2020,1970/1/1 20:03,50,88
m_2020,1970/1/1 20:03,49,89
m_2020,1970/1/1 20:07,28,88
m_2020,1970/1/1 20:09,28,88
m_2020,1970/1/1 20:12,43,93
m_2020,1970/1/1 20:15,37,92
m_2020,1970/1/1 20:15,37,92
m_2020,1970/1/1 20:15,35,92
m_2020,1970/1/1 20:17,28,90
m_2020,1970/1/1 20:17,30,90
m_2020,1970/1/1 20:18,31,90
m_2020,1970/1/1 20:20,30,90
m_2020,1970/1/1 20:22,30,89
m_2020,1970/1/1 20:24,24,88
m_2020,1970/1/1 20:25,27,88
m_2020,1970/1/1 20:27,22,87
m_2020,1970/1/1 20:32,22,88
m_2020,1970/1/1 20:33,20,87
m_2020,1970/1/1 20:34,56,87
m_2020,1970/1/1 20:35,20,88
m_2020,1970/1/1 20:36,20,87
m_2020,1970/1/1 20:39,18,87
m_2020,1970/1/1 20:45,30,88
m_2020,1970/1/1 20:47,31,90
m_2020,1970/1/1 20:48,37,92
m_2020,1970/1/1 20:50,34,91
m_2020,1970/1/1 20:52,38,94
m_2020,1970/1/1 20:53,35,93
m_2020,1970/1/1 20:56,26,89
m_2020,1970/1/1 20:57,26,88
m_2020,1970/1/1 20:58,25,88
m_2020,1970/1/1 20:59,36,88
m_2020,1970/1/1 20:59,81,88
m_2020,1970/1/1 21:00,27,90
m_2020,1970/1/1 21:02,30,89
m_2020,1970/1/1 21:05,24,89
m_2020,1970/1/1 21:05,33,89
m_2020,1970/1/1 21:05,25,88
m_2020,1970/1/1 21:11,30,91
m_2020,1970/1/1 21:14,33,93
m_2020,1970/1/1 21:18,65,94
m_2020,1970/1/1 21:22,34,94
m_2020,1970/1/1 21:24,37,93
m_2020,1970/1/1 21:25,76,93
m_2020,1970/1/1 21:25,29,92
m_2020,1970/1/1 21:27,28,92
m_2020,1970/1/1 21:29,28,91
m_2020,1970/1/1 21:29,76,91
m_2020,1970/1/1 21:31,28,93
m_2020,1970/1/1 21:39,28,92
m_2020,1970/1/1 21:39,29,92
m_2020,1970/1/1 21:40,37,93
m_2020,1970/1/1 21:41,46,91
m_2020,1970/1/1 21:42,51,91
m_2020,1970/1/1 21:43,52,90
m_2020,1970/1/1 21:44,41,90
m_2020,1970/1/1 21:44,26,90
m_2020,1970/1/1 21:45,23,90
m_2020,1970/1/1 21:46,22,90
m_2020,1970/1/1 21:47,38,88
m_2020,1970/1/1 21:48,26,89
m_2020,1970/1/1 21:49,27,89
m_2020,1970/1/1 21:49,24,89
m_2020,1970/1/1 21:49,63,90
m_2020,1970/1/1 21:50,45,94
m_2020,1970/1/1 21:51,36,92
m_2020,1970/1/1 21:51,34,92
m_2020,1970/1/1 21:52,33,92
m_2020,1970/1/1 21:54,27,92
m_2020,1970/1/1 21:54,34,93
m_2020,1970/1/1 21:55,31,93
m_2020,1970/1/1 21:56,28,94
m_2020,1970/1/1 21:59,41,92
m_2020,1970/1/1 22:00,45,94
m_2020,1970/1/1 22:01,53,93
m_2020,1970/1/1 22:01,43,93
m_2020,1970/1/1 22:02,31,94
m_2020,1970/1/1 22:05,33,94
m_2020,1970/1/1 22:06,30,93
m_2020,1970/1/1 22:06,31,93
m_2020,1970/1/1 22:09,80,92
m_2020,1970/1/1 22:10,38,92
m_2020,1970/1/1 22:11,42,93
m_2020,1970/1/1 22:12,36,91
m_2020,1970/1/1 22:12,36,91
m_2020,1970/1/1 22:13,33,91
m_2020,1970/1/1 22:15,38,92
m_2020,1970/1/1 22:16,69,91
m_2020,1970/1/1 22:17,29,91
m_2020,1970/1/1 22:18,29,91
m_2020,1970/1/1 22:20,28,90
m_2020,1970/1/1 22:24,33,91
m_2020,1970/1/1 22:26,26,91
m_2020,1970/1/1 22:26,57,91
m_2020,1970/1/1 22:27,23,91
m_2020,1970/1/1 22:27,23,91
m_2020,1970/1/1 22:28,24,90
m_2020,1970/1/1 22:28,28,91
m_2020,1970/1/1 22:30,25,92
m_2020,1970/1/1 22:30,49,92
m_2020,1970/1/1 22:32,36,94
m_2020,1970/1/1 22:36,65,93
m_2020,1970/1/1 22:39,34,94
m_2020,1970/1/1 22:39,35,93
m_2020,1970/1/1 22:39,33,94
m_2020,1970/1/1 22:40,28,92
m_2020,1970/1/1 22:41,30,92
m_2020,1970/1/1 22:41,28,92
m_2020,1970/1/1 22:46,33,91
m_2020,1970/1/1 22:48,39,92
m_2020,1970/1/1 22:51,34,93
m_2020,1970/1/1 22:52,32,93
m_2020,1970/1/1 22:54,27,92
m_2020,1970/1/1 22:56,28,92
m_2020,1970/1/1 22:57,30,92
m_2020,1970/1/1 22:58,31,92
m_2020,1970/1/1 22:58,29,93
m_2020,1970/1/1 23:00,31,93
m_2020,1970/1/1 23:00,32,93
m_2020,1970/1/1 23:01,29,92
m_2020,1970/1/1 23:02,31,94
m_2020,1970/1/1 23:03,35,95
m_2020,1970/1/1 23:04,42,96
m_2020,1970/1/1 23:06,33,96
m_2020,1970/1/1 23:10,29,92
m_2020,1970/1/1 23:10,28,92
m_2020,1970/1/1 23:11,26,92
m_2020,1970/1/2 1:54,36,93
m_2020,1970/1/2 1:55,30,92
m_2020,1970/1/2 1:55,25,92
m_2020,1970/1/2 1:57,25,93
m_2020,1970/1/2 1:58,26,93
m_2020,1970/1/2 1:59,30,94
m_2020,1970/1/2 2:03,32,96
m_2020,1970/1/2 2:04,33,96
m_2020,1970/1/2 2:05,36,95
m_2020,1970/1/2 2:07,39,94
m_2020,1970/1/2 2:09,50,94
m_2020,1970/1/2 2:11,41,93
m_2020,1970/1/2 2:12,34,93
m_2020,1970/1/2 2:13,43,93
m_2020,1970/1/2 2:13,34,92
m_2020,1970/1/2 2:14,41,93
m_2020,1970/1/2 2:15,39,92
m_2020,1970/1/2 2:21,37,92
m_2020,1970/1/2 2:22,36,92
m_2020,1970/1/2 2:22,36,92
m_2020,1970/1/2 2:23,28,92
m_2020,1970/1/2 2:24,47,94
m_2020,1970/1/2 2:25,37,94
m_2020,1970/1/2 2:26,39,92
m_2020,1970/1/2 2:26,37,93
m_2020,1970/1/2 2:26,36,93
m_2020,1970/1/2 2:27,38,94
m_2020,1970/1/2 2:28,39,94
m_2020,1970/1/2 2:28,35,94
m_2020,1970/1/2 2:31,32,94
m_2020,1970/1/2 2:35,36,94
m_2020,1970/1/2 2:35,40,94
m_2020,1970/1/2 2:36,40,93
m_2020,1970/1/2 2:37,38,93
m_2020,1970/1/2 2:41,36,94
m_2020,1970/1/2 2:41,33,94
m_2020,1970/1/2 2:45,38,91
m_2020,1970/1/2 2:50,43,92
m_2020,1970/1/2 2:50,36,92
m_2020,1970/1/2 2:51,34,91
m_2020,1970/1/2 2:54,33,91
m_2020,1970/1/2 2:54,39,92
m_2020,1970/1/2 3:47,34,92
m_2020,1970/1/2 3:48,29,92
m_2020,1970/1/2 3:50,38,92
m_2020,1970/1/2 3:51,40,92
m_2020,1970/1/2 3:53,36,93
m_2020,1970/1/2 3:58,42,94
m_2020,1970/1/2 4:00,51,94
m_2020,1970/1/2 4:00,48,93
m_2020,1970/1/2 4:01,34,93
m_2020,1970/1/2 4:03,41,94
m_2020,1970/1/2 4:05,46,94
m_2020,1970/1/2 4:07,41,95
m_2020,1970/1/2 4:08,42,95
m_2020,1970/1/2 4:09,39,94
m_2020,1970/1/2 4:10,36,94
m_2020,1970/1/2 4:11,32,93
m_2020,1970/1/2 4:12,28,93
m_2020,1970/1/2 4:15,41,97
m_2020,1970/1/2 4:16,34,95
m_2020,1970/1/2 4:18,32,94
m_2020,1970/1/2 4:18,38,94
m_2020,1970/1/2 4:18,33,94
m_2020,1970/1/2 4:18,40,94
m_2020,1970/1/2 4:21,30,95
m_2020,1970/1/2 4:27,39,94
m_2020,1970/1/2 4:29,37,93
m_2020,1970/1/2 4:29,39,93
m_2020,1970/1/2 4:30,35,95
m_2020,1970/1/2 4:31,53,96
m_2020,1970/1/2 4:36,39,94
m_2020,1970/1/2 4:37,39,94
m_2020,1970/1/2 4:37,28,94
m_2020,1970/1/2 4:39,46,95
m_2020,1970/1/2 4:41,36,95
m_2020,1970/1/2 4:42,39,95
m_2020,1970/1/2 4:44,37,94
m_2020,1970/1/2 4:47,30,94
m_2020,1970/1/2 4:49,34,94
m_2020,1970/1/2 4:49,28,94
m_2020,1970/1/2 4:56,39,96
m_2020,1970/1/2 4:57,50,96
m_2020,1970/1/2 4:58,42,96
m_2020,1970/1/2 4:59,31,97
m_2020,1970/1/2 5:00,35,95
m_2020,1970/1/2 5:04,43,97
m_2020,1970/1/2 5:05,39,95
m_2020,1970/1/2 5:06,44,95
m_2020,1970/1/2 5:06,34,96
m_2020,1970/1/2 5:07,39,95
m_2020,1970/1/2 5:09,38,93
m_2020,1970/1/2 5:10,40,93
m_2020,1970/1/2 5:10,45,93
m_2020,1970/1/2 5:12,35,92
m_2020,1970/1/2 5:13,36,92
m_2020,1970/1/2 5:13,35,92
m_2020,1970/1/2 5:15,31,92
m_2020,1970/1/2 5:15,41,92
m_2020,1970/1/2 5:19,41,93
m_2020,1970/1/2 5:20,32,93
m_2020,1970/1/2 5:21,36,93
m_2020,1970/1/2 5:22,35,93
m_2020,1970/1/2 5:22,33,92
m_2020,1970/1/2 5:25,35,92
m_2020,1970/1/2 5:27,30,92
m_2020,1970/1/2 5:27,32,91
m_2020,1970/1/2 5:28,32,93
m_2020,1970/1/2 5:30,37,93
m_2020,1970/1/2 5:31,37,93
m_2020,1970/1/2 5:32,32,92
m_2020,1970/1/2 5:32,33,92
m_2020,1970/1/2 5:39,25,91
m_2020,1970/1/2 5:41,27,91
m_2020,1970/1/2 5:41,33,91
m_2020,1970/1/2 5:42,28,91
m_2020,1970/1/2 5:43,28,91
m_2020,1970/1/2 5:43,28,91
m_2020,1970/1/2 5:43,29,92
m_2020,1970/1/2 5:47,30,91
m_2020,1970/1/2 5:48,33,91
m_2020,1970/1/2 5:49,42,93
m_2020,1970/1/2 5:50,35,94
m_2020,1970/1/2 5:50,49,95
m_2020,1970/1/2 5:52,42,95
m_2020,1970/1/2 5:55,37,92
m_2020,1970/1/2 5:56,25,91
m_2020,1970/1/2 5:58,34,91
m_2020,1970/1/2 6:01,43,93
m_2020,1970/1/2 6:05,58,94
m_2020,1970/1/2 6:06,52,94
m_2020,1970/1/2 6:07,33,94
m_2020,1970/1/2 6:09,27,94
m_2020,1970/1/2 6:09,32,93
m_2020,1970/1/2 6:12,30,93
m_2020,1970/1/2 6:12,24,93
m_2020,1970/1/2 6:14,32,93
m_2020,1970/1/2 6:14,19,93
m_2020,1970/1/2 6:15,19,94
m_2020,1970/1/2 6:16,31,94
m_2020,1970/1/2 6:17,24,94
m_2020,1970/1/2 6:21,32,97
m_2020,1970/1/2 6:22,26,93
m_2020,1970/1/2 6:25,22,93
m_2020,1970/1/2 6:26,27,93
m_2020,1970/1/2 6:29,30,92
m_2020,1970/1/2 6:29,25,92
m_2020,1970/1/2 6:32,32,93
m_2020,1970/1/2 6:32,25,93
m_2020,1970/1/2 6:33,26,92
m_2020,1970/1/2 6:36,25,92
m_2020,1970/1/2 6:37,27,93
m_2020,1970/1/2 6:40,31,93
m_2020,1970/1/2 6:41,23,93
m_2020,1970/1/2 6:42,23,93
m_2020,1970/1/2 6:44,21,92
m_2020,1970/1/2 9:35,33,96
m_2020,1970/1/2 9:37,30,91
m_2020,1970/1/2 9:37,27,91
m_2020,1970/1/2 9:40,41,96
m_2020,1970/1/2 9:41,43,95
m_2020,1970/1/2 9:41,36,95
m_2020,1970/1/2 9:44,30,92
m_2020,1970/1/2 9:45,35,91
m_2020,1970/1/2 9:46,32,91
m_2020,1970/1/2 9:47,30,91
m_2020,1970/1/2 9:50,29,93
m_2020,1970/1/2 9:53,25,92
m_2020,1970/1/2 9:53,24,92
m_2020,1970/1/2 9:54,28,93
m_2020,1970/1/2 9:54,30,93
m_2020,1970/1/2 9:55,27,92
m_2020,1970/1/2 9:56,33,92
m_2020,1970/1/2 9:57,32,91
m_2020,1970/1/2 9:58,33,91
m_2020,1970/1/2 9:59,33,90
m_2020,1970/1/2 10:00,33,90
m_2020,1970/1/2 10:00,32,90
m_2020,1970/1/2 10:00,35,90
m_2020,1970/1/2 10:01,32,91
m_2020,1970/1/2 10:02,32,90
m_2020,1970/1/2 10:02,34,88
m_2020,1970/1/2 10:04,37,88
m_2020,1970/1/2 10:04,33,89
m_2020,1970/1/2 10:05,31,90
m_2020,1970/1/2 10:07,35,90
m_2020,1970/1/2 10:07,34,89
m_2020,1970/1/2 10:07,35,89
m_2020,1970/1/2 10:08,36,90
m_2020,1970/1/2 10:09,34,90
m_2020,1970/1/2 10:12,47,90
m_2020,1970/1/2 10:12,49,90
m_2020,1970/1/2 10:12,62,91
m_2020,1970/1/2 10:14,34,89
m_2020,1970/1/2 10:16,37,92
m_2020,1970/1/2 10:18,38,93
m_2020,1970/1/2 10:18,50,92
m_2020,1970/1/2 10:20,31,92
m_2020,1970/1/2 10:22,34,92
m_2020,1970/1/2 10:23,32,93
m_2020,1970/1/2 10:24,33,93
m_2020,1970/1/2 10:24,35,93
m_2020,1970/1/2 10:26,31,93
m_2020,1970/1/2 10:27,25,91
m_2020,1970/1/2 10:27,24,91
m_2020,1970/1/2 10:28,23,91
m_2020,1970/1/2 10:28,24,91
m_2020,1970/1/2 10:29,32,91
m_2020,1970/1/2 10:30,37,93
m_2020,1970/1/2 10:31,35,93
m_2020,1970/1/2 10:31,30,93
m_2020,1970/1/2 10:35,35,94
m_2020,1970/1/2 10:41,34,93
m_2020,1970/1/2 10:41,32,93
m_2020,1970/1/2 10:42,37,93
m_2020,1970/1/2 10:45,40,92
m_2020,1970/1/2 10:46,38,90
m_2020,1970/1/2 10:47,35,90
m_2020,1970/1/2 10:50,44,92
m_2020,1970/1/2 10:57,31,89
m_2020,1970/1/2 10:59,34,89
m_2020,1970/1/2 11:02,33,92
m_2020,1970/1/2 11:03,38,93
m_2020,1970/1/2 11:04,44,95
m_2020,1970/1/2 11:05,51,96
m_2020,1970/1/2 11:05,51,94
m_2020,1970/1/2 11:06,50,92
m_2020,1970/1/2 11:08,43,92
m_2020,1970/1/2 11:11,48,95
m_2020,1970/1/2 11:11,48,95
m_2020,1970/1/2 11:12,47,95
m_2020,1970/1/2 11:14,44,91
m_2020,1970/1/2 11:14,43,91
m_2020,1970/1/2 11:15,36,91
m_2020,1970/1/2 11:15,38,92
m_2020,1970/1/2 11:15,37,92
m_2020,1970/1/2 11:23,34,89
m_2020,1970/1/2 11:23,33,88
m_2020,1970/1/2 11:24,35,90
m_2020,1970/1/2 11:31,34,94
m_2020,1970/1/2 11:36,23,91
m_2020,1970/1/2 11:37,27,90
m_2020,1970/1/2 11:37,27,89
m_2020,1970/1/2 11:38,27,90
m_2020,1970/1/2 11:38,33,91
m_2020,1970/1/2 11:38,31,90
m_2020,1970/1/2 11:39,32,92
m_2020,1970/1/2 11:42,34,92
m_2020,1970/1/2 11:43,30,91
m_2020,1970/1/2 11:43,28,91
m_2020,1970/1/2 11:44,30,92
m_2020,1970/1/2 11:48,32,92
m_2020,1970/1/2 11:48,31,90
m_2020,1970/1/2 11:49,31,89
m_2020,1970/1/2 11:49,27,88
m_2020,1970/1/2 11:50,34,90
m_2020,1970/1/2 11:50,37,91
m_2020,1970/1/2 11:53,38,89
m_2020,1970/1/2 11:53,33,89
m_2020,1970/1/2 11:56,26,90
m_2020,1970/1/2 11:57,28,88
m_2020,1970/1/2 11:58,37,89
m_2020,1970/1/2 11:59,34,89
m_2020,1970/1/2 11:59,30,88
m_2020,1970/1/2 12:00,40,89
m_2020,1970/1/2 12:03,38,92
m_2020,1970/1/2 12:07,41,92
m_2020,1970/1/2 12:13,41,95
m_2020,1970/1/2 12:16,37,91
m_2020,1970/1/2 12:17,37,91
m_2020,1970/1/2 13:54,36,92
m_2020,1970/1/2 13:56,57,89
m_2020,1970/1/2 13:58,55,92
m_2020,1970/1/2 13:59,78,95
m_2020,1970/1/2 14:03,71,94
m_2020,1970/1/2 14:04,71,93
m_2020,1970/1/2 14:05,73,94
m_2020,1970/1/2 14:05,71,94
m_2020,1970/1/2 14:07,83,95
m_2020,1970/1/2 14:09,80,94
m_2020,1970/1/2 14:11,78,96
m_2020,1970/1/2 14:11,75,97
m_2020,1970/1/2 14:12,74,95
m_2020,1970/1/2 14:13,72,96
m_2020,1970/1/2 14:13,66,97
m_2020,1970/1/2 14:14,60,95
m_2020,1970/1/2 14:19,56,90
m_2020,1970/1/2 14:20,54,90
m_2020,1970/1/2 14:21,59,90
m_2020,1970/1/2 14:22,50,88
m_2020,1970/1/2 14:25,57,94
m_2020,1970/1/2 14:29,53,92
m_2020,1970/1/2 14:30,54,91
m_2020,1970/1/2 14:31,63,93
m_2020,1970/1/2 14:32,59,93
m_2020,1970/1/2 14:33,59,91
m_2020,1970/1/2 14:36,71,92
m_2020,1970/1/2 14:36,73,91
m_2020,1970/1/2 14:42,47,96
m_2020,1970/1/2 14:45,46,92
m_2020,1970/1/2 14:46,53,92
m_2020,1970/1/2 14:49,65,96
m_2020,1970/1/2 14:49,59,96
m_2020,1970/1/2 14:50,56,92
m_2020,1970/1/2 14:50,56,92
m_2020,1970/1/2 14:51,58,91
m_2020,1970/1/2 14:52,77,93
m_2020,1970/1/2 14:55,66,95
m_2020,1970/1/2 14:56,49,91
m_2020,1970/1/2 15:25,33,87
m_2020,1970/1/2 15:26,48,87
m_2020,1970/1/2 15:30,54,91
m_2020,1970/1/2 15:32,52,92
m_2020,1970/1/2 15:34,55,95
m_2020,1970/1/2 15:35,47,94
m_2020,1970/1/2 15:35,47,94
m_2020,1970/1/2 15:36,49,93
m_2020,1970/1/2 15:38,53,97
m_2020,1970/1/2 15:42,49,94
m_2020,1970/1/2 15:43,51,93
m_2020,1970/1/2 15:43,45,89
m_2020,1970/1/2 15:44,48,89
m_2020,1970/1/2 15:44,45,90
m_2020,1970/1/2 15:45,60,87
m_2020,1970/1/2 15:46,46,83
m_2020,1970/1/2 15:50,46,88
m_2020,1970/1/2 15:50,47,88
m_2020,1970/1/2 15:54,46,90
m_2020,1970/1/2 15:56,51,89
m_2020,1970/1/2 16:23,51,89
m_2020,1970/1/2 16:25,48,89
m_2020,1970/1/2 16:25,51,89
m_2020,1970/1/2 16:29,49,91
m_2020,1970/1/2 16:31,49,89
m_2020,1970/1/2 16:32,52,89
m_2020,1970/1/2 16:32,47,89
m_2020,1970/1/2 16:33,54,87
m_2020,1970/1/2 16:34,54,87
m_2020,1970/1/2 16:35,55,87
m_2020,1970/1/2 16:39,44,87
m_2020,1970/1/2 16:41,46,90
m_2020,1970/1/2 16:42,45,88
m_2020,1970/1/2 16:42,42,88
m_2020,1970/1/2 16:45,34,82
m_2020,1970/1/2 16:51,38,83
m_2020,1970/1/2 16:51,37,83
m_2020,1970/1/2 16:52,33,83
m_2020,1970/1/2 16:54,38,81
m_2020,1970/1/2 16:57,38,85
m_2020,1970/1/2 16:58,37,85
m_2020,1970/1/2 16:58,36,85
m_2020,1970/1/2 17:04,53,92
m_2020,1970/1/2 17:06,57,90
m_2020,1970/1/2 17:07,53,90
m_2020,1970/1/2 17:10,54,88
m_2020,1970/1/2 17:10,61,87
m_2020,1970/1/2 17:12,69,89
m_2020,1970/1/2 17:13,59,86
m_2020,1970/1/2 17:14,52,87
m_2020,1970/1/2 17:15,53,86
m_2020,1970/1/2 17:18,55,87
m_2020,1970/1/2 17:22,45,86
m_2020,1970/1/2 17:27,37,87
m_2020,1970/1/2 17:27,41,88
m_2020,1970/1/2 17:28,42,86
m_2020,1970/1/2 17:33,43,85
m_2020,1970/1/2 17:33,40,85
m_2020,1970/1/2 17:38,39,85
m_2020,1970/1/2 17:39,39,86
m_2020,1970/1/2 17:39,42,87
m_2020,1970/1/2 17:40,40,86
m_2020,1970/1/2 17:42,40,85
m_2020,1970/1/2 17:42,37,84
m_2020,1970/1/2 17:44,43,85
m_2020,1970/1/2 17:45,43,85
m_2020,1970/1/2 17:48,39,85
m_2020,1970/1/2 17:49,36,85
m_2020,1970/1/2 17:49,38,85
m_2020,1970/1/2 17:53,31,83
m_2020,1970/1/2 17:53,34,83
m_2020,1970/1/2 17:55,35,84
m_2020,1970/1/2 17:55,29,82
m_2020,1970/1/2 17:58,34,86
m_2020,1970/1/2 18:01,51,89
m_2020,1970/1/2 18:02,46,90
m_2020,1970/1/2 18:05,50,90
m_2020,1970/1/2 18:07,53,89
m_2020,1970/1/2 18:08,33,86
m_2020,1970/1/2 18:08,40,86
m_2020,1970/1/2 18:12,41,87
m_2020,1970/1/2 18:13,38,88
m_2020,1970/1/2 18:13,38,88
m_2020,1970/1/2 18:17,40,85
m_2020,1970/1/2 18:19,43,85
m_2020,1970/1/2 18:20,44,86
